,Unnamed: 0,red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,red_nickname,red_wins,red_losses,red_draws,red_height_cm,red_weight_in_kg,red_reach_in_cm,red_stance,red_date_of_birth,red_significant_strikes_landed_per_minute,red_significant_striking_accuracy,red_significant_strikes_absorbed_per_minute,red_significant_strike_defence,red_average_takedowns_landed_per_15_minutes,red_takedown_accuracy,red_takedown_defense,red_average_submissions_attempted_per_15_minutes,blue_nickname,blue_wins,blue_losses,blue_draws,blue_height_cm,blue_weight_in_kg,blue_reach_in_cm,blue_stance,blue_date_of_birth,blue_significant_strikes_landed_per_minute,blue_significant_striking_accuracy,blue_significant_strikes_absorbed_per_minute,blue_significant_strike_defence,blue_average_takedowns_landed_per_15_minutes,blue_takedown_accuracy,blue_takedown_defense,blue_average_submissions_attempted_per_15_minutes
1827,1809,MARVIN VETTORI,KEVIN HOLLAND,10/04/2021,The Italian Dream,Trailblazer,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 44 - 50. Sal D'amato 44 - 50. Junichiro Kamijo 44 - 50.,Middleweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,0,24 of 64,37 of 103,37,35,152 of 250,138 of 214,11 of 17,0 of 0,64,---,1,0,0,0,20:01,0:03,22 of 61,24 of 81,2 of 3,5 of 10,0 of 0,8 of 12,15 of 43,31 of 85,2 of 5,6 of 18,7 of 16,0 of 0,91,64,8,13,0,21,62,83,8,16,29,0,50 50 50,44 44 44,The Italian Dream,19.0,7.0,1.0,182.88,83.91,187.96,Southpaw,1993-09-20,4.56,45.0,4.24,56.0,1.66,45.0,69.0,0.5,Trailblazer,25.0,10.0,0.0,190.5,77.11,205.74,Orthodox,1992-11-05,4.39,49.0,3.22,51.0,0.78,38.0,53.0,0.5
1828,1810,ARNOLD ALLEN,SODIQ YUSUFF,10/04/2021,Almighty,Super,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Sal D'amato 28 - 29. Rick Winter 28 - 29.,Featherweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",1,0,21 of 61,47 of 113,34,41,26 of 68,79 of 164,2 of 5,0 of 1,40,0,0,1,0,0,5:09,2:33,15 of 53,24 of 85,6 of 7,12 of 17,0 of 1,11 of 11,16 of 52,29 of 86,4 of 6,18 of 27,1 of 3,0 of 0,71,51,28,25,0,23,76,61,19,38,4,0,29 29 29,28 28 28,Almighty,19.0,2.0,0.0,172.72,65.77,177.8,Southpaw,1994-01-22,3.34,40.0,2.86,61.0,1.12,50.0,76.0,0.3,Super,13.0,3.0,0.0,175.26,65.77,180.34,Orthodox,1993-05-19,5.72,49.0,4.33,54.0,0.28,20.0,62.0,0.4
1829,1811,SAM ALVEY,JULIAN MARQUEZ,10/04/2021,Smile'N,The Cuban Missile Crisis,L,W,Submission,2,2:07,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,Middleweight Bout,fight,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,1,29 of 78,61 of 100,37,61,29 of 78,62 of 101,0 of 0,0 of 0,---,---,0,1,0,0,0:05,0:16,21 of 64,46 of 78,4 of 8,15 of 22,4 of 6,0 of 0,28 of 77,41 of 75,1 of 1,1 of 1,0 of 0,19 of 24,72,75,13,24,13,0,96,67,3,1,0,31,9 9 9,10 10 10,Smile'N,33.0,18.0,1.0,187.96,83.91,190.5,Southpaw,1986-05-06,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1,The Cuban Missile Crisis,9.0,4.0,0.0,187.96,83.91,182.88,Orthodox,1990-05-08,4.86,44.0,4.99,51.0,0.0,0.0,53.0,2.6
1830,1812,NINA NUNES,MACKENZIE DERN,10/04/2021,-,-,L,W,Submission,1,4:48,3 Rnd (5-5-5),Chris Tognoni,Armbar From Mount,Women's Strawweight Bout,perf,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,0,4 of 7,12 of 22,57,54,5 of 8,31 of 44,0 of 0,1 of 2,---,50,0,1,0,0,0:00,4:00,2 of 5,10 of 20,1 of 1,0 of 0,1 of 1,2 of 2,4 of 7,8 of 15,0 of 0,0 of 1,0 of 0,4 of 6,50,83,25,0,25,16,100,66,0,0,0,33,- - -,- - -,,11.0,7.0,0.0,165.1,56.7,162.56,Orthodox,1985-12-03,4.39,45.0,3.47,55.0,0.24,33.0,73.0,0.5,,13.0,4.0,0.0,162.56,52.16,160.02,Orthodox,1993-03-24,3.49,40.0,4.21,51.0,0.77,14.0,40.0,1.4
1831,1813,MIKE PERRY,DANIEL RODRIGUEZ,10/04/2021,Platinum,D-Rod,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 27 - 30. Junichiro Kamijo 27 - 30. Tony Weeks 26 - 30.,Welterweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,0,61 of 132,129 of 235,46,54,65 of 137,145 of 252,2 of 4,0 of 1,50,0,0,0,0,0,2:49,0:00,27 of 85,90 of 191,14 of 21,11 of 14,20 of 26,28 of 30,60 of 130,129 of 235,1 of 2,0 of 0,0 of 0,0 of 0,44,69,22,8,32,21,98,100,1,0,0,0,27 27 26,30 30 30,Platinum,14.0,8.0,0.0,177.8,77.11,180.34,Orthodox,1991-09-15,4.32,47.0,5.16,52.0,0.81,40.0,78.0,0.2,D-Rod,17.0,4.0,0.0,185.42,77.11,187.96,Southpaw,1986-12-31,7.3,50.0,5.28,56.0,0.62,50.0,63.0,0.1
1832,1814,JIM MILLER,JOE SOLECKI,10/04/2021,A-10,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 29. Junichiro Kamijo 28 - 29. Adalaide Byrd 27 - 30.,Lightweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,0,11 of 34,19 of 42,32,45,45 of 76,93 of 146,0 of 0,1 of 4,---,25,0,0,0,0,2:03,9:23,7 of 26,12 of 33,2 of 4,2 of 4,2 of 4,5 of 5,9 of 31,18 of 41,2 of 2,1 of 1,0 of 1,0 of 0,63,63,18,10,18,26,81,94,18,5,0,0,28 27 28,29 30 29,A-10,36.0,17.0,0.0,172.72,70.31,180.34,Southpaw,1983-08-30,2.86,41.0,3.08,58.0,1.56,43.0,48.0,1.8,,13.0,4.0,0.0,175.26,70.31,177.8,Orthodox,1993-08-27,2.21,56.0,1.53,52.0,2.65,50.0,50.0,1.5
1833,1815,SCOTT HOLTZMAN,MATEUSZ GAMROT,10/04/2021,Hot Sauce,Gamer,L,W,KO/TKO,2,1:22,3 Rnd (5-5-5),Jason Herzog,Punches to Head On Ground,Lightweight Bout,perf,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,1,10 of 48,39 of 63,20,61,10 of 48,41 of 65,0 of 1,2 of 5,0,40,0,0,0,0,0:00,0:50,5 of 34,17 of 38,2 of 6,8 of 10,3 of 8,14 of 15,10 of 48,30 of 52,0 of 0,6 of 6,0 of 0,3 of 5,50,43,20,20,30,35,100,76,0,15,0,7,9 9 10,10 10 9,Hot Sauce,14.0,6.0,0.0,175.26,70.31,175.26,Orthodox,1983-09-30,4.32,47.0,3.66,55.0,1.88,56.0,67.0,0.2,Gamer,23.0,2.0,0.0,177.8,70.31,177.8,Southpaw,1990-12-11,2.97,50.0,3.17,60.0,4.36,30.0,90.0,0.2
1834,1816,JOHN MAKDESSI,IGNACIO BAHAMONDES,10/04/2021,The Bull,La Jaula,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 28 - 29. Derek Cleary 29 - 28. Dave Hagen 27 - 30.,Lightweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,0,124 of 232,112 of 312,53,35,145 of 257,117 of 318,0 of 0,0 of 4,---,0,0,0,0,0,0:13,1:14,72 of 165,75 of 268,33 of 45,22 of 25,19 of 22,15 of 19,109 of 212,99 of 297,15 of 20,13 of 15,0 of 0,0 of 0,58,66,26,19,15,13,87,88,12,11,0,0,28 29 30,29 28 27,The Bull,18.0,9.0,0.0,172.72,70.31,172.72,Orthodox,1985-05-03,5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,La Jaula,14.0,5.0,0.0,190.5,70.31,190.5,Orthodox,1997-08-27,6.97,46.0,4.36,57.0,0.0,0.0,85.0,0.4
1835,1817,YORGAN DE CASTRO,JARJIS DANHO,10/04/2021,The Mad Titan,Man Mountain,L,W,KO/TKO,1,3:02,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance,Heavyweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,1,2 of 11,10 of 12,18,83,5 of 15,10 of 12,0 of 0,0 of 1,---,0,0,0,0,0,0:08,0:40,2 of 11,3 of 4,0 of 0,1 of 2,0 of 0,6 of 6,2 of 11,8 of 10,0 of 0,1 of 1,0 of 0,1 of 1,100,30,0,10,0,60,100,80,0,10,0,10,- - -,- - -,The Mad Titan,6.0,3.0,0.0,182.88,113.4,187.96,Orthodox,1986-12-19,2.46,43.0,3.85,53.0,0.0,0.0,77.0,0.0,Man Mountain,7.0,1.0,1.0,190.5,120.2,187.96,Orthodox,1983-10-15,3.38,50.0,5.25,49.0,0.51,16.0,100.0,0.0
1836,1818,HUNTER AZURE,JACK SHORE,10/04/2021,-,Tank,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30. Dave Hagen 29 - 28. Mike Bell 27 - 30.,Bantamweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,0,45 of 80,36 of 57,56,63,78 of 121,57 of 84,0 of 6,6 of 13,0,46,1,0,1,1,4:02,5:17,12 of 37,24 of 42,14 of 19,4 of 4,19 of 24,8 of 11,35 of 64,27 of 43,6 of 11,6 of 10,4 of 5,3 of 4,26,66,31,11,42,22,77,75,13,16,8,8,27 27 29,30 30 28,,9.0,2.0,0.0,172.72,65.77,175.26,Orthodox,1992-03-02,3.92,53.0,2.08,58.0,1.97,34.0,67.0,1.3,Tank,17.0,1.0,0.0,172.72,61.23,180.34,Orthodox,1995-02-06,3.84,58.0,2.2,57.0,3.42,40.0,79.0,0.7
1837,1819,LUIS SALDANA,JORDAN GRIFFIN,10/04/2021,-,Native Psycho,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 28 - 29. Adalaide Byrd 28 - 29. Junichiro Kamijo 28 - 29.,Featherweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,0,36 of 88,33 of 69,40,47,40 of 94,39 of 77,0 of 0,4 of 7,---,57,1,2,1,1,2:18,6:18,19 of 67,22 of 55,8 of 10,9 of 11,9 of 11,2 of 3,30 of 79,27 of 60,6 of 9,4 of 6,0 of 0,2 of 3,52,66,22,27,25,6,83,81,16,12,0,6,29 29 29,28 28 28,,16.0,7.0,1.0,180.34,65.77,185.42,Orthodox,1991-01-27,5.16,50.0,3.65,60.0,0.64,17.0,44.0,0.2,Native Psycho,18.0,9.0,0.0,177.8,65.77,185.42,Southpaw,1990-02-28,2.52,46.0,3.02,50.0,1.45,35.0,42.0,1.9
1838,1820,DA WOON JUNG,WILLIAM KNIGHT,10/04/2021,Sseda,Knightmare,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 26 - 30. Rick Winter 26 - 30. Tony Weeks 27 - 30.,Light Heavyweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,0,28 of 46,17 of 29,60,58,73 of 99,38 of 50,8 of 9,0 of 3,88,0,0,0,0,0,12:04,0:09,20 of 37,5 of 13,0 of 1,1 of 1,8 of 8,11 of 15,11 of 23,17 of 26,0 of 0,0 of 3,17 of 23,0 of 0,71,29,0,5,28,64,39,100,0,0,60,0,30 30 30,26 26 27,Sseda,15.0,5.0,1.0,193.04,92.99,198.12,Orthodox,1993-12-07,3.49,43.0,3.89,51.0,1.9,50.0,77.0,0.2,Knightmare,11.0,5.0,0.0,177.8,92.99,185.42,Orthodox,1988-04-03,2.62,56.0,3.3,35.0,1.78,40.0,48.0,0.4
1839,1821,IMPA KASANGANAY,SASHA PALATNIKOV,10/04/2021,Tshilobo,-,W,L,Submission,2,0:26,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Welterweight Bout,-,UFC Fight Night: Vettori vs. Holland,"Las Vegas, Nevada, USA",0,0,13 of 29,13 of 24,44,54,21 of 41,31 of 43,2 of 6,0 of 0,33,---,1,0,0,0,2:54,0:56,11 of 26,6 of 16,0 of 0,4 of 4,2 of 3,3 of 4,10 of 26,7 of 16,3 of 3,6 of 8,0 of 0,0 of 0,84,46,0,30,15,23,76,53,23,46,0,0,10 10 10,9 9 9,Tshilobo,9.0,2.0,0.0,180.34,77.11,190.5,Orthodox,1994-01-17,4.96,48.0,3.66,58.0,1.75,58.0,66.0,0.2,,6.0,4.0,0.0,185.42,77.11,182.88,Switch,1989-03-15,6.69,53.0,5.44,52.0,0.72,100.0,70.0,0.0
1840,1822,STIPE MIOCIC,FRANCIS NGANNOU,27/03/2021,-,The Predator,L,W,KO/TKO,2,0:52,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,UFC Heavyweight Title Bout,belt,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",0,2,12 of 13,36 of 56,92,64,12 of 13,38 of 58,0 of 1,1 of 2,0,50,0,0,0,0,0:04,0:22,3 of 4,28 of 46,2 of 2,2 of 4,7 of 7,6 of 6,12 of 13,17 of 36,0 of 0,8 of 8,0 of 0,11 of 12,25,77,16,5,58,16,100,47,0,22,0,30,9 9 9,10 10 10,,20.0,4.0,0.0,193.04,108.86,203.2,Orthodox,1982-08-19,4.82,53.0,3.82,54.0,1.86,34.0,68.0,0.0,The Predator,17.0,3.0,0.0,193.04,113.4,210.82,Orthodox,1986-09-05,2.33,41.0,2.16,41.0,0.76,62.0,71.0,0.3
1841,1823,TYRON WOODLEY,VICENTE LUQUE,27/03/2021,The Chosen One,The Silent Assassin,L,W,Submission,1,3:56,3 Rnd (5-5-5),Jason Herzog,D'Arce Choke On Ground,Welterweight Bout,fight,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",0,0,18 of 40,25 of 33,45,75,21 of 43,41 of 49,0 of 1,0 of 0,0,---,0,1,0,0,0:22,2:03,7 of 27,15 of 22,10 of 12,10 of 11,1 of 1,0 of 0,8 of 28,16 of 23,10 of 12,9 of 10,0 of 0,0 of 0,38,60,55,40,5,0,44,64,55,36,0,0,- - -,- - -,The Chosen One,19.0,7.0,1.0,175.26,77.11,187.96,Orthodox,1982-04-07,2.36,48.0,2.76,54.0,1.06,40.0,87.0,0.4,The Silent Assassin,22.0,9.0,1.0,180.34,77.11,190.5,Orthodox,1991-11-27,5.17,52.0,5.15,52.0,1.04,60.0,62.0,0.7
1842,1824,SEAN O'MALLEY,THOMAS ALMEIDA,27/03/2021,Suga,Thominhas,W,L,KO/TKO,3,3:52,3 Rnd (5-5-5),Mark Smith,Punch to Head On Ground,Bantamweight Bout,perf,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",2,0,86 of 149,25 of 71,57,35,91 of 157,25 of 71,0 of 0,1 of 2,---,50,0,0,0,0,0:05,0:22,41 of 99,9 of 43,24 of 29,3 of 9,21 of 21,13 of 19,83 of 146,23 of 66,2 of 2,0 of 0,1 of 1,2 of 5,47,36,27,12,24,52,96,92,2,0,1,8,19 20 20,18 18 17,Sugar,17.0,1.0,0.0,180.34,61.23,182.88,Switch,1994-10-24,7.25,61.0,3.51,61.0,0.43,42.0,62.0,0.4,Thominhas,22.0,5.0,0.0,170.18,65.77,177.8,Southpaw,1991-07-31,4.84,43.0,4.93,61.0,0.17,14.0,75.0,0.0
1843,1825,GILLIAN ROBERTSON,MIRANDA MAVERICK,27/03/2021,The Savage,Fear The,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 27 - 30. Mike Bell 27 - 30. Eric Colon 28 - 29.,Women's Flyweight Bout,-,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",0,0,27 of 68,71 of 150,39,47,32 of 75,131 of 217,2 of 4,3 of 4,50,75,1,0,1,1,3:29,4:40,16 of 52,54 of 125,10 of 14,14 of 20,1 of 2,3 of 5,26 of 67,48 of 125,1 of 1,4 of 4,0 of 0,19 of 21,59,76,37,19,3,4,96,67,3,5,0,26,27 28 27,30 29 30,The Savage,12.0,8.0,0.0,165.1,52.16,160.02,Orthodox,1995-05-17,2.6,45.0,3.21,55.0,2.46,41.0,43.0,0.9,Fear The,14.0,5.0,0.0,160.02,56.7,165.1,Southpaw,1997-07-01,3.71,46.0,2.62,59.0,2.41,48.0,42.0,0.5
1844,1826,JAMIE MULLARKEY,KHAMA WORTHY,27/03/2021,-,The Death Star,W,L,KO/TKO,1,0:46,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,Lightweight Bout,-,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",1,0,6 of 13,5 of 10,46,50,6 of 13,5 of 10,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,5 of 11,3 of 8,0 of 0,0 of 0,1 of 2,2 of 2,3 of 9,5 of 10,0 of 0,0 of 0,3 of 4,0 of 0,83,60,0,0,16,40,50,100,0,0,50,0,- - -,- - -,,17.0,6.0,0.0,182.88,70.31,187.96,Orthodox,1994-08-17,4.46,47.0,4.41,54.0,2.46,34.0,76.0,0.1,The Death Star,16.0,9.0,0.0,180.34,70.31,187.96,Orthodox,1986-10-15,4.18,48.0,4.45,46.0,0.0,0.0,57.0,0.7
1845,1827,ALONZO MENIFIELD,FABIO CHERANT,27/03/2021,Atomic,Water Buffalo,W,L,Submission,1,1:11,3 Rnd (5-5-5),Herb Dean,Von Flue Choke From Side Control,Light Heavyweight Bout,-,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",0,0,3 of 3,0 of 1,100,0,3 of 3,0 of 1,1 of 1,0 of 0,100,---,1,0,0,0,1:07,0:00,3 of 3,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,3 of 3,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,100,0,0,0,0,0,100,0,0,0,0,0,- - -,- - -,Atomic,14.0,3.0,1.0,182.88,92.99,193.04,Orthodox,1987-10-18,3.82,57.0,3.09,52.0,0.62,30.0,75.0,0.3,Water Buffalo,7.0,4.0,0.0,185.42,92.99,187.96,Southpaw,1994-11-25,1.35,40.0,4.89,38.0,0.0,0.0,0.0,0.0
1846,1828,JARED GOODEN,ABUBAKAR NURMAGOMEDOV,27/03/2021,NiteTrain,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Dave Hagen 27 - 30. Derek Cleary 27 - 30. Mike Bell 27 - 30.,Welterweight Bout,-,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",0,0,43 of 136,60 of 120,31,50,111 of 207,100 of 164,0 of 0,1 of 5,---,20,0,0,0,0,0:00,4:18,30 of 110,45 of 105,12 of 25,9 of 9,1 of 1,6 of 6,35 of 127,56 of 115,3 of 3,4 of 5,5 of 6,0 of 0,69,75,27,15,2,10,81,93,6,6,11,0,27 27 27,30 30 30,NiteTrain,23.0,9.0,0.0,182.88,77.11,195.58,Orthodox,1993-12-05,5.08,49.0,6.68,48.0,0.67,100.0,65.0,0.2,,17.0,4.0,1.0,180.34,77.11,182.88,Orthodox,1989-11-13,2.78,53.0,2.61,65.0,1.25,22.0,88.0,0.0
1847,1829,MODESTAS BUKAUSKAS,MICHAL OLEKSIEJCZUK,27/03/2021,The Baltic Gladiator,Hussar,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 29 - 28. Ron McCarthy 28 - 29. Tony Weeks 28 - 29.,Light Heavyweight Bout,-,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",0,0,58 of 167,56 of 122,34,45,62 of 172,77 of 144,0 of 1,0 of 2,0,0,0,0,0,0,0:04,1:09,44 of 146,30 of 93,14 of 21,26 of 29,0 of 0,0 of 0,55 of 159,53 of 119,3 of 8,3 of 3,0 of 0,0 of 0,75,53,24,46,0,0,94,94,5,5,0,0,28 28 29,29 29 28,The Baltic Gladiator,15.0,6.0,0.0,190.5,92.99,198.12,Switch,1994-02-10,3.28,41.0,3.87,50.0,0.0,0.0,71.0,0.0,Hussar,19.0,6.0,0.0,182.88,83.91,187.96,Southpaw,1995-02-22,5.12,50.0,4.17,62.0,0.76,44.0,48.0,0.0
1848,1830,SHANE YOUNG,OMAR MORALES,27/03/2021,Smokin',Venezuelan Fighter,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Junichiro Kamijo 27 - 30. Dave Hagen 27 - 30. Sal D'amato 27 - 30.,Featherweight Bout,-,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",0,0,46 of 105,69 of 144,43,47,59 of 120,74 of 150,1 of 5,2 of 2,20,100,0,0,0,0,3:26,1:27,17 of 65,48 of 120,19 of 26,7 of 10,10 of 14,14 of 14,40 of 99,59 of 133,6 of 6,9 of 10,0 of 0,1 of 1,36,69,41,10,21,20,86,85,13,13,0,1,27 27 27,30 30 30,Smokin',13.0,8.0,0.0,172.72,65.77,182.88,Orthodox,1993-07-31,5.19,40.0,5.46,52.0,0.63,18.0,64.0,0.0,Venezuelan Fighter,11.0,4.0,0.0,180.34,70.31,185.42,Orthodox,1985-10-17,3.42,40.0,3.18,58.0,0.46,100.0,63.0,0.0
1849,1831,MARC-ANDRE BARRIAULT,ABU AZAITAR,27/03/2021,Powerbar,Captain Morocco,W,L,KO/TKO,3,4:56,3 Rnd (5-5-5),Jerin Valel,Punches to Head From Mount,Middleweight Bout,-,UFC 260: Miocic vs. Ngannou,"Las Vegas, Nevada, USA",1,0,141 of 275,108 of 219,51,49,190 of 339,142 of 261,0 of 1,0 of 3,0,0,0,0,0,0,6:00,2:03,126 of 257,45 of 138,9 of 11,48 of 65,6 of 7,15 of 16,83 of 192,82 of 186,15 of 22,26 of 33,43 of 61,0 of 0,89,41,6,44,4,13,58,75,10,24,30,0,19 19 19,19 19 19,Powerbar,16.0,6.0,0.0,185.42,83.91,187.96,Orthodox,1990-02-18,5.95,47.0,5.22,53.0,0.24,25.0,67.0,0.1,Captain Morocco,14.0,4.0,1.0,175.26,83.91,193.04,Orthodox,1986-03-10,4.38,43.0,4.32,51.0,1.0,37.0,42.0,0.0
1850,1832,DEREK BRUNSON,KEVIN HOLLAND,20/03/2021,The One,Trailblazer,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 45 - 49. Sal D'amato 46 - 49. Junichiro Kamijo 46 - 49.,Middleweight Bout,-,UFC Fight Night: Brunson vs. Holland,"Las Vegas, Nevada, USA",0,0,43 of 93,36 of 74,46,48,226 of 323,190 of 236,6 of 12,1 of 1,50,100,1,0,0,0,16:55,1:47,28 of 74,28 of 64,7 of 10,2 of 4,8 of 9,6 of 6,14 of 43,29 of 64,10 of 10,5 of 7,19 of 40,2 of 3,65,77,16,5,18,16,32,80,23,13,44,5,49 49 49,45 46 46,The One,23.0,9.0,0.0,185.42,83.91,195.58,Southpaw,1984-01-04,3.51,47.0,3.05,51.0,3.14,33.0,85.0,0.6,Trailblazer,25.0,10.0,0.0,190.5,77.11,205.74,Orthodox,1992-11-05,4.39,49.0,3.22,51.0,0.78,38.0,53.0,0.5
1851,1833,SONG KENAN,MAX GRIFFIN,20/03/2021,The Assassin,Pain,L,W,KO/TKO,1,2:20,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,Welterweight Bout,perf,UFC Fight Night: Brunson vs. Holland,"Las Vegas, Nevada, USA",0,1,14 of 24,17 of 28,58,60,14 of 24,17 of 28,0 of 0,0 of 1,---,0,0,0,0,0,0:00,0:28,5 of 10,11 of 17,5 of 8,2 of 7,4 of 6,4 of 4,14 of 24,16 of 27,0 of 0,0 of 0,0 of 0,1 of 1,35,64,35,11,28,23,100,94,0,0,0,5,- - -,- - -,The Assassin,20.0,7.0,0.0,182.88,77.11,180.34,Orthodox,1990-03-10,4.4,47.0,5.86,52.0,0.41,66.0,62.0,0.0,Pain,19.0,10.0,0.0,180.34,77.11,193.04,Orthodox,1985-11-29,4.09,49.0,3.94,57.0,1.48,41.0,69.0,0.3
1852,1834,CHEYANNE VLISMAS,MONTSERRAT CONEJO RUIZ,20/03/2021,The Warrior Princess,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Junichiro Kamijo 28 - 29. Bryan Miner 27 - 29.,Women's Strawweight Bout,-,UFC Fight Night: Brunson vs. Holland,"Las Vegas, Nevada, USA",0,0,31 of 65,15 of 41,47,36,49 of 87,136 of 168,0 of 0,4 of 5,---,80,0,2,3,1,1:04,9:53,26 of 60,10 of 35,5 of 5,0 of 1,0 of 0,5 of 5,26 of 56,15 of 41,2 of 2,0 of 0,3 of 7,0 of 0,83,66,16,0,0,33,83,100,6,0,9,0,28 27 28,29 29 29,The Warrior Princess,7.0,3.0,0.0,160.02,52.16,160.02,Switch,1995-06-25,4.93,50.0,2.57,64.0,0.25,33.0,66.0,0.2,,10.0,4.0,0.0,152.4,52.16,154.94,Southpaw,1993-02-03,0.79,27.0,4.96,37.0,2.05,83.0,33.0,0.8
